School Name,Educational District,Educational Sub-District,Block Name,Level Name,Distance to Nearest PWD Road (m),Nearest Road Type,Nearest Road Name/Ref,Latitude,Longitude
G. U. P. S. Koodasseri,Tirur,Kuttippuram,Kuttippuram,1 - 7,1075.0,MDR,Puthanathani - Tirunavaya Road (MDR,10.91525,76.0068
G.L.P.S. Cherankuth,Malappuram,Manjeri,Wandoor,1 - 5,1080.0,MDR,Manjeri-Elankur-Wandoor Road (MDR,11.142098,76.156858
G. M. L. P. S. Kallarmangalam,Tirur,Kuttippuram,Kuttippuram,1 - 4,1084.9,MDR,Vettichira Kadampuzha Road (MDR,10.94542,76.02988
Pedayenthal GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1100.6,State Highway,Perumbilavu-Nilambur Road (SH39,11.229359,76.340071
G. L. P. S. Polpakkara,Tirur,Edappal,Ponnani,1 - 4,1105.3,MDR,Edappal - Tavanoor Road (MDR,10.792126,75.985552
G. W. L. P. S. Purathur,Tirur,Tirur,Tirur,1 - 5,1117.7,State Highway,Tippu Sulthan Road (MDR,10.80058,75.91946
G. L. P. S. Pariyapuram,Thirurangadi,Tanur,,1 - 5,1125.9,State Highway,Tanur Poorappuzha Tippu Sulthan Road (MDR,11.00222,75.87384
G.L.P.S. Chalippadam,Malappuram,Manjeri,Areacode,1 - 4,1141.5,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.21894,76.163261
GMUPS Mundambra,Wandoor,Areacode,Areacode,1 - 7,1149.0,MDR,Kavanakkallu-Areekode Road (MDR,11.22539,76.02762
Amapoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1167.8,MDR,Thrikkalangode-Thiruvali-Wandoor-Kalikavu Road (MDR,11.161726,76.308576
G. M. L. P. S. Parapputhadam,Thirurangadi,Tanur,Tanur,1 - 4,1176.5,State Highway,Tirur - Malappuram - Manjeri Road (SH71,10.93466,75.94725
GLPS Kuthuparamba,Wandoor,Areacode,Areacode,1 - 4,1180.0,MDR,Areacode-othayi-edavanna (MDR,11.22863,76.07874
G. L. P. S. Thuyyam,Tirur,Edappal,Ponnani,1 - 4,1205.0,MDR,Edappal - Tavanoor Road (MDR,10.78511,75.98425
GLPS Vilayil,Malappuram,Kizhisseri,Areacode,1 - 4,1206.0,MDR,Kadungallur - Vilayil - Chaliyappuram Road (MDR,11.22543,76.00992
G. M. L. P. S. Manhachola,Tirur,Kuttippuram,Kuttippuram,1 - 4,1211.6,MDR,Puthanathani - Tirunavaya Road (MDR,10.9421,75.99398
GMLPS Kizhuparamba,Wandoor,Areacode,Areacode,1 - 4,1217.5,MDR,Kavanakkallu-Areekode Road (MDR,11.24977,76.01347
G.M.L.P.S. Odompatta,Malappuram,Manjeri,Wandoor,1 - 4,1244.4,State Highway,Perumbilavu-Nilambur Road (SH39,11.122876,76.267975
G.L.P.S. Pulath,Malappuram,Manjeri,Wandoor,1 - 4,1256.6,MDR,Thirkkalangodu - Thiruvali Road (MDR,11.16824,76.14862
G. M. L. P. S. Muttannur,Tirur,Tirur,Tirur,1 - 4,1271.9,State Highway,Tippu Sulthan Road (MDR,10.83277,75.91496
GLPS Nottappuram,Thirurangadi,Vengara,Vengara,1 - 4,1272.6,MDR,Vengara - Kunnumpuram Road (MDR,11.063657,75.974144
G.L.P.S. Morayur,Malappuram,Kondotty,Malappuram,1 - 4,1274.1,MDR,Palakkad - Mongam Road (MDR,11.13574,76.0211
G.M.L.P.S. Chappanangadi,Malappuram,Malappuram,Malappuram,1 - 4,1283.6,MDR,Chappangadi - Indianoor - Kottakkal Road (MDR,11.004902,76.042617
G. M. L. P. S. Cheruvannur,Thirurangadi,Tanur,Tanur,1 - 4,1322.1,MDR,Kadungathukundu - Edarikkode Road (MDR,10.928094,75.97306
G. L. P. S. Velleri,Tirur,Ponnani,,1 - 5,1339.8,State Highway,Ponnani-Chavakkad Road,10.783648,75.931891
G. M. L. P. S. Ayirani,Tirur,Kuttippuram,Kuttippuram,1 - 4,1347.4,MDR,Kadungathukundu - Edarikkode Road (MDR,10.93784,75.98762
G.L.P.S. Puthucode,Malappuram,Kondotty,Kondotty,1 - 4,1356.0,MDR,Azhinjilam - Vazhakkad Road (MDR,11.19074,75.88201
G.M.L.P.S. Nenmini,Wandoor,Melattur,Perinthalmanna,1 - 4,1376.5,State Highway,Valanchery - Nilambur Road (SH73,11.05346,76.2094
G.M.L.P.S. Vazhayur,Malappuram,Kondotty,Kondotty,1 - 4,1388.7,MDR,Azhinjilam - Vazhakkad Road (MDR,11.22444,75.88737
M.P.G.L.P.S. Puthanpally,Wandoor,Melattur,Perinthalmanna,1 - 4,1407.9,MDR,Karyavattom - Alanallur Road (MDR,11.03177,76.28002
G. U. P. S. Purathur,Tirur,Tirur,Tirur,1 - 7,1411.6,State Highway,Tippu Sulthan Road (MDR,10.80417,75.92182
Koithakundu GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1449.5,State Highway,Perumbilavu-Nilambur Road (SH39,11.134268,76.32921
G. M. L. P. S. Korad,Thirurangadi,Tanur,Tanur,1 - 4,1450.7,MDR,Athanikkal - Theyyala Road (MDR,10.98109,75.91401
G. L. P. S. Kanmanam,Thirurangadi,Tanur,Tanur,1 - 4,1452.3,MDR,Puthanathani - Tirunavaya Road (MDR,10.906296,75.982985
G.L.P.S. Paranki Moochikkal,Malappuram,Malappuram,Malappuram,1 - 4,1465.8,MDR,Udharani - Villoor - Kooryad Road (MDR,11.006385,76.041245
K. M. G. U. P. S. Thavanur,Tirur,Edappal,Ponnani,1 - 7,1472.2,MDR,Tirunavaya - Kalpakanchery Road (MDR,10.85258,75.98382
G. M. L. P. S. Kalpakancheri,Tirur,Kuttippuram,Kuttippuram,1 - 4,1474.7,MDR,Puthanathani - Tirunavaya Road (MDR,10.947,75.99864
GLPS Valamangalam,Malappuram,Kizhisseri,Areacode,1 - 4,1516.1,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.13874,76.05661
G.L.P.S. Pathirikode,Wandoor,Melattur,Kalikavu,1 - 4,1520.0,State Highway,melattut-kalikkavu Road (SH70,11.06791,76.30332
G.L.P.S. Kombamkallu,Wandoor,Melattur,Kalikavu,1 - 4,1562.1,State Highway,Melattur - Mannarkad Highway (SH59,11.051583,76.304587
G. U. P. S. Othalur,Tirur,Edappal,Perumpadappa,1 - 7,1564.8,State Highway,Thrissur – kunnamkuklam road (SH69,10.71227,76.0475
GLPS Parakkalmukku,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,1575.9,State Highway,PERINTHALMANNA - PATTAMBI Road (SH39,10.915345,76.235166
G. L. P. S. Cheruparamba,Tirur,Kuttippuram,Kuttippuram,1 - 4,1621.4,MDR,Vettichira Kadampuzha Road (MDR,10.94788,76.02513
G. U. P. S. Cheruvayikkara,Tirur,Ponnani,,1 - 7,1622.7,State Highway,Guruvayoor - Althara - Ponnani Road (SH62,10.7891,75.96361
G. M. U. P. S. Edakkanad,Tirur,Tirur,Tirur,1 - 7,1629.2,State Highway,Tippu Sulthan Road (MDR,10.82337,75.92015
G. F. L. P. S. Veliyancode,Tirur,Ponnani,Perumpadappa,1 - 5,1631.1,MDR,Eramangalam-Vellancode Road (MDR,10.720422,75.943878
G.M.U.P.S. Ozhukur,Malappuram,Kondotty,Malappuram,1 - 7,1631.2,MDR,Kanhirathingal - Mongam Road (MDR,11.15409,76.01258
GMLPS Kilinakode,Thirurangadi,Vengara,Vengara,1 - 4,1652.6,MDR,Vengara - Kunnumpuram Road (MDR,11.07687,76.00053
G. L. P. S. Kuttippuram,Tirur,Kuttippuram,Kuttippuram,1 - 4,1659.3,State Highway,Thrissur – Kuttippuram Road (SH69,10.845313,76.035837
G. M. L. P. S. Kanancheri,Tirur,Kuttippuram,Kuttippuram,1 - 4,1662.7,MDR,Kurukathani-Randathani road (MDR,10.9492,76.00376
G. B. L. P. S. Mudur,Tirur,Edappal,Ponnani,1 - 4,1675.8,State Highway,Thrissur – Kuttippuram Road (SH69,10.80417,76.02645
G. L. P. S. Chottur,Tirur,Kuttippuram,Kuttippuram,1 - 4,1681.4,MDR,Vettichira-Poolamangalam road (MDR,10.9161,76.03964
Kooripoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1744.8,MDR,Thrikkalangode-Thiruvali-Wandoor-Kalikavu Road (MDR,11.199853,76.297753
G. M. U. P. S. Venniyur,Thirurangadi,Parappanangadi,,1 - 7,1751.1,MDR,Manjammad Kadavu Aproach Road (MDR,11.015067,75.953727
Maliyekkal GUPS,Wandoor,Wandoor,Kalikavu,1 - 7,1754.6,MDR,Thrikkalangode-Thiruvali-Wandoor-Kalikavu Road (MDR,11.194906,76.308246
G.L.P.S. Theyyampadikuth,Malappuram,Manjeri,Wandoor,1 - 4,1766.9,State Highway,Kakkathode Bridge (SH73,11.14216,76.253545
G.L.P.S. Nediyiruppu,Malappuram,Kondotty,,1 - 5,1787.4,MDR,Kodangad - Kunnumpuram Road (MDR,11.1326,75.99311
G. L. P. S. Naduvattam,Tirur,Kuttippuram,Kuttippuram,1 - 4,1795.2,MDR,Vettichira - Kattilangadi Road (MDR,10.88021,76.00875
G. L. P. S. Kattipparuthi,Tirur,Kuttippuram,,1 - 4,1800.0,State Highway,Valanchery - Perinthalmanna Road (SH73,10.88288,76.0575
G. U. P. S. Painkannur,Tirur,Kuttippuram,,1 - 7,1820.5,State Highway,Valanchery - Perinthalmanna Road (SH73,10.87406,76.0641
Poongode GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1836.1,MDR,Thrikkalangode-Thiruvali-Wandoor-Kalikavu Road (MDR,11.170319,76.278984
G. F. L. P. S. Ponnani,Tirur,Ponnani,,1 - 4,1852.9,State Highway,Ponnani-Chavakkad-Kodungallur Highway,10.74474,75.93421
V.M.D Memorial Govt L.P.S Porur,Wandoor,Wandoor,Wandoor,1 - 4,1896.0,State Highway,Valanchery - Nilambur Road (SH73,11.163351,76.249634
G H S S Kadungapuram,Malappuram,Mankada,Mankada,1 - 12,1900.9,MDR,Kolathur Road (MDR,10.98095,76.13832
GLPS Arakkuparamba,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,1912.6,MDR,Karyavattom - Alanallur Road (MDR,10.99145,76.32638
G.M.L.P.S. Morayur,Malappuram,Kondotty,Malappuram,1 - 4,1934.6,MDR,Palakkad - Mongam Road (MDR,11.13366,76.01528
GUPS Chundathumpoyil,Wandoor,Areacode,Areacode,1 - 7,1938.7,MDR,Vadakkumuri - Thottumukkom - Kuzhinakkippara Road (MDR,11.282532,76.067241
G. L. P. S. Melmuri,Tirur,Kuttippuram,Kuttippuram,1 - 4,1961.6,MDR,Kurukathani-Randathani road (MDR,10.96109,76.02548
G. M. L. P. S. Cherumukku,Thirurangadi,Tanur,Tirurangadi,1 - 4,2068.3,State Highway,Chemmad Bypass Road (SH65,11.02253,75.92435
G. M. L. P. S. Mangalam,Tirur,Tirur,Tirur,1 - 4,2077.3,State Highway,Tippu Sulthan Road (MDR,10.854956,75.920976
G.W.U.P.S. Nediyiruppu,Malappuram,Kondotty,,1 - 7,2086.4,MDR,Chirayil Chungam - Kottasseri Road (MDR,11.1077,75.99778
GMLPS Thavanur,Malappuram,Kizhisseri,Kondotty,1 - 4,2104.1,State Highway,Parappanangadi - Areacode Road (SH65,11.194,75.98994
G. L. P. S. Karaikkad,Tirur,Kuttippuram,Kuttippuram,1 - 4,2108.3,MDR,Karekkad-Perinthelmanna road (MDR,10.926926,76.055676
Govt L.P.School Kololomba,Tirur,Edappal,Ponnani,1 - 5,2119.9,State Highway,Thrissur – Kuttippuram Road (SH69,10.75936,75.99509
G. H. S. S. Kattilangadi,Thirurangadi,Tanur,,1 - 12,2149.0,State Highway,Tippu Sulthan Road (MDR,10.97254,75.89182
G H S Neelanchery,Wandoor,Wandoor,Kalikavu,1 -10,2205.9,State Highway,Perumbilavu-Nilambur Road (SH39,11.145257,76.322666
G. L. P. S. K.Puram,Thirurangadi,Tanur,Tanur,1 - 5,2253.7,State Highway,Tippu Sulthan Road (MDR,10.95149,75.89791
G. L. P. S. Kuttippuram North,Tirur,Kuttippuram,Kuttippuram,1 - 4,2309.8,State Highway,Thrissur – Kuttippuram Road (SH69,10.85369,76.03773
G. M. L. P. S. Panangattur,Thirurangadi,Tanur,,1 - 4,2330.1,MDR,Athanikkal - Theyyala Road (MDR,10.99021,75.89738
G. L. P. S. Venniyur,Thirurangadi,Parappanangadi,,1 - 4,2374.5,State Highway,Chemmad - Kakkad Road (SH72,11.014938,75.938959
G. L. P. S. Kulakkad,Tirur,Kuttippuram,Kuttippuram,1 - 4,2446.8,State Highway,Thrissur – Kuttippuram Road (SH69,10.851369,76.04091
G H S Aliparamba,Malappuram,Perinthalmanna,Perinthalmanna,1 - 12,2503.2,State Highway,Perumbilavu-Nilambur Road (SH53,10.918934,76.312984
GMLPS Puthur,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,2503.6,State Highway,Melattur - Mannarkad Highway (SH59,10.98731,76.34923
GMUPS Valapuram,Malappuram,Perinthalmanna,Perinthalmanna,1 - 7,2505.6,State Highway,Valanchery - Perinthalmanna Road (SH73,10.921364,76.165784
G. M. U. P. S. Kodinhi,Thirurangadi,Tanur,Tirurangadi,1 - 7,2514.8,State Highway,Chemmad Bypass Road (SH65,11.01703,75.91072
Pazhedam Panampoyil GLPS,Wandoor,Wandoor,Wandoor,1 - 4,2546.6,MDR,5th Mile - Vaniyambalam Road (MDR,11.21106,76.292804
GUPS Thenhippalam,Thirurangadi,Vengara,Tirurangadi,1 - 7,2582.9,MDR,Thenhipalam - Puthur Pallikkal - Airport Road (MDR,11.12959,75.87162
G L P S Chovana,Malappuram,Mankada,Mankada,1 - 4,2669.0,MDR,Kolathur - Malappuram Road (MDR,10.989385,76.136606
G.M.U.P.S. Arimbra,Malappuram,Kondotty,Malappuram,1 - 7,2674.0,MDR,Palakkad - Mongam Road (MDR,11.11546,76.01882
G.L.P.S. Cheriparamba,Wandoor,Melattur,Kalikavu,1 - 4,2734.4,State Highway,melattut-kalikkavu Road (SH70,11.06386,76.32604
G H S Meenadathur,Thirurangadi,Tanur,Tanur,1 -10,2772.6,State Highway,Tirur - Malappuram - Manjeri Road (SH71,10.942207,75.910048
G. M. L. P. S. Thiruthy,Thirurangadi,Tanur,Tirurangadi,1 - 4,2832.2,State Highway,Parappanangadi - Areacode Road (SH65,11.01611,75.90044
G. L. P. S. Nariparamba,Tirur,Edappal,Ponnani,1 - 4,2985.8,MDR,Edappal - Tavanoor Road (MDR,10.815314,75.964247
G. L. P. S. Ozhur,Thirurangadi,Tanur,Tanur,1 - 5,3147.6,MDR,Athanikkal - Theyyala Road (MDR,10.966,75.90611
G.L.P.S. Arimbra Melmuri,Malappuram,Kondotty,Malappuram,1 - 4,3201.8,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.106578,76.024071
GLPS Kunnakkavu,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,3340.9,State Highway,PERINTHALMANNA - PATTAMBI Road (SH39,10.90472,76.24743
GLPS Kappumugham,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,3419.3,State Highway,Palakkad-Perintalmanna Road (SH53,10.96044,76.28634
G. L. P. S. Perumparamba Moodal,Tirur,Kuttippuram,Kuttippuram,1 - 4,3501.8,State Highway,Valanchery - Perinthalmanna Road (SH73,10.8702,76.04659
GMLPS Muthiramanna,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,3749.5,State Highway,Palakkad-Perintalmanna Road (SH53,10.95579,76.29689
G. L. P. S. Mankeri,Tirur,Kuttippuram,Kuttippuram,1 - 4,3925.4,State Highway,Valanchery - Perinthalmanna Road (SH73,10.85354,76.08205
G. L. P. S. Chellur,Tirur,Kuttippuram,Kuttippuram,1 - 4,3941.7,State Highway,Valanchery - Perinthalmanna Road (SH73,10.86938,76.04234
G. H. S. S. Perassannur,Tirur,Kuttippuram,Kuttippuram,1 - 12,3987.9,State Highway,Valanchery - Perinthalmanna Road (SH73,10.85232,76.06766
G. W. L. P. S. Irimbliyam,Tirur,Kuttippuram,Kuttippuram,1 - 4,4030.7,State Highway,Valanchery - Perinthalmanna Road (SH73,10.85739,76.09339
G. M. L. P. S. Vettam Pallippuram,Tirur,Tirur,Tirur,1 - 4,4102.2,State Highway,Guruvayoor - Althara - Ponnani Road (SH62,10.82254,75.95126
GMLPS Thazhekode,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,4353.3,State Highway,Palakkad-Perintalmanna Road (SH53,10.95695,76.30481
